Date,Production_Line,Machine_ID,Product,Target_Production,Actual_Production,Defective_Units,Downtime_Minutes,Operating_Hours
2025-06-14,Line 2,M202,Product B,992,939,32,38,7.37
2025-06-14,Line 3,M301,Product B,929,778,49,29,7.52
2025-06-14,Line 3,M302,Product D,941,922,50,75,6.75
2025-06-14,Line 4,M401,Product B,1199,925,16,107,6.22
2025-06-14,Line 4,M402,Product D,970,1017,43,77,6.72
2025-06-15,Line 1,M101,Product B,1025,790,19,166,5.23
2025-06-15,Line 1,M102,Product D,891,840,14,46,7.23
2025-06-15,Line 2,M201,Product D,911,851,14,123,5.95
2025-06-15,Line 2,M202,Product C,852,647,10,156,5.4
2025-06-15,Line 3,M301,Product C,1197,1057,73,48,7.2
2025-06-15,Line 3,M302,Product A,819,777,24,48,7.2
2025-06-15,Line 4,M401,Product C,1000,922,71,132,5.8
2025-06-15,Line 4,M402,Product D,1006,1009,18,148,5.53
2025-06-16,Line 1,M101,Product B,801,693,50,133,5.78
2025-06-16,Line 1,M102,Product A,1090,992,54,95,6.42
2025-06-16,Line 2,M201,Product C,1005,770,48,33,7.45
2025-06-16,Line 2,M202,Product C,1073,1079,53,30,7.5
2025-06-16,Line 3,M301,Product D,1189,1165,93,61,6.98
2025-06-16,Line 3,M302,Product B,1083,825,32,179,5.02
2025-06-16,Line 4,M401,Product B,953,913,22,171,5.15
2025-06-16,Line 4,M402,Product C,1049,813,48,122,5.97
2025-06-17,Line 1,M101,Product B,871,662,7,161,5.32
2025-06-17,Line 1,M102,Product B,1050,909,48,137,5.72
2025-06-17,Line 2,M201,Product D,808,614,9,96,6.4
2025-06-17,Line 2,M202,Product A,1007,790,58,177,5.05
2025-06-17,Line 3,M301,Product D,1147,1159,79,48,7.2
2025-06-17,Line 3,M302,Product B,836,636,15,135,5.75
2025-06-17,Line 4,M401,Product A,1041,1064,15,72,6.8
2025-06-17,Line 4,M402,Product B,807,646,9,88,6.53
2025-06-18,Line 1,M101,Product A,1033,964,17,37,7.38
2025-06-18,Line 1,M102,Product A,1054,978,37,26,7.57
2025-06-18,Line 2,M201,Product B,1018,866,61,112,6.13
2025-06-18,Line 2,M202,Product C,861,897,25,92,6.47
2025-06-18,Line 3,M301,Product B,1191,909,31,95,6.42
2025-06-18,Line 3,M302,Product A,861,716,55,116,6.07
2025-06-18,Line 4,M401,Product B,1156,995,30,122,5.97
2025-06-18,Line 4,M402,Product B,1097,836,14,171,5.15
2025-06-19,Line 1,M101,Product D,1198,955,71,30,7.5
2025-06-19,Line 1,M102,Product A,803,645,11,176,5.07
2025-06-19,Line 2,M201,Product C,1013,970,69,42,7.3
2025-06-19,Line 2,M202,Product B,873,822,41,125,5.92
2025-06-19,Line 3,M301,Product D,922,950,13,162,5.3
2025-06-19,Line 3,M302,Product B,1167,1050,21,170,5.17
2025-06-19,Line 4,M401,Product C,978,856,43,70,6.83
2025-06-19,Line 4,M402,Product B,860,899,20,168,5.2
2025-06-20,Line 1,M101,Product C,1189,1243,76,66,6.9
2025-06-20,Line 1,M102,Product D,1194,1119,37,80,6.67
2025-06-20,Line 2,M201,Product A,899,704,16,131,5.82
2025-06-20,Line 2,M202,Product D,890,710,9,23,7.62
2025-06-20,Line 3,M301,Product C,945,768,23,95,6.42
2025-06-20,Line 3,M302,Product D,822,642,9,147,5.55
2025-06-20,Line 4,M401,Product B,880,867,39,141,5.65
2025-06-20,Line 4,M402,Product A,836,851,54,123,5.95
2025-06-21,Line 1,M101,Product C,1014,820,51,93,6.45
2025-06-21,Line 1,M102,Product B,1198,938,38,35,7.42
2025-06-21,Line 2,M201,Product B,1177,1028,35,106,6.23
2025-06-21,Line 2,M202,Product B,837,746,38,23,7.62
2025-06-21,Line 3,M301,Product D,874,712,46,126,5.9
2025-06-21,Line 3,M302,Product B,998,860,37,59,7.02
2025-06-21,Line 4,M401,Product C,938,760,15,18,7.7
2025-06-21,Line 4,M402,Product A,943,745,36,127,5.88
2025-06-22,Line 1,M101,Product D,887,867,22,85,6.58
2025-06-22,Line 1,M102,Product B,1126,1166,32,157,5.38
2025-06-22,Line 2,M201,Product B,844,737,40,135,5.75
2025-06-22,Line 2,M202,Product B,1102,983,68,81,6.65
2025-06-22,Line 3,M301,Product A,1173,1030,41,73,6.78
2025-06-22,Line 3,M302,Product C,1022,944,28,156,5.4
2025-06-22,Line 4,M401,Product A,1013,1057,15,130,5.83
2025-06-22,Line 4,M402,Product A,1017,924,70,35,7.42
2025-06-23,Line 1,M101,Product D,1053,865,43,13,7.78
2025-06-23,Line 1,M102,Product D,911,719,25,71,6.82
2025-06-23,Line 2,M201,Product A,808,722,26,51,7.15
2025-06-23,Line 2,M202,Product D,1092,1063,13,126,5.9
2025-06-23,Line 3,M301,Product D,1195,945,60,57,7.05
2025-06-23,Line 3,M302,Product C,1120,996,9,170,5.17
2025-06-23,Line 4,M401,Product A,997,1014,52,145,5.58
2025-06-23,Line 4,M402,Product A,951,834,25,166,5.23
2025-06-24,Line 1,M101,Product B,1150,890,50,24,7.6
2025-06-24,Line 1,M102,Product C,826,646,29,129,5.85
2025-06-24,Line 2,M201,Product A,987,848,49,153,5.45
2025-06-24,Line 2,M202,Product A,1087,1046,36,45,7.25
2025-06-24,Line 3,M301,Product C,922,840,49,132,5.8
2025-06-24,Line 3,M302,Product B,1185,1153,39,92,6.47
2025-06-24,Line 4,M401,Product C,936,843,35,80,6.67
2025-06-24,Line 4,M402,Product A,832,717,35,134,5.77
2025-06-25,Line 1,M101,Product A,1040,1001,78,84,6.6
2025-06-25,Line 1,M102,Product D,1117,961,17,58,7.03
2025-06-25,Line 2,M201,Product D,844,653,17,83,6.62
2025-06-25,Line 2,M202,Product A,855,683,13,47,7.22
2025-06-25,Line 3,M301,Product D,877,887,41,170,5.17
2025-06-25,Line 3,M302,Product A,950,831,51,148,5.53
2025-06-25,Line 4,M401,Product B,1042,889,64,175,5.08
2025-06-25,Line 4,M402,Product A,949,765,8,69,6.85
2025-06-26,Line 1,M101,Product C,1010,932,50,134,5.77
2025-06-26,Line 1,M102,Product D,1034,869,16,88,6.53
2025-06-26,Line 2,M201,Product B,933,763,30,83,6.62
2025-06-26,Line 2,M202,Product A,875,748,36,52,7.13
2025-06-26,Line 3,M301,Product B,1164,1059,33,54,7.1
2025-06-26,Line 3,M302,Product B,882,724,9,91,6.48
2025-06-26,Line 4,M401,Product B,1025,848,19,62,6.97
2025-06-26,Line 4,M402,Product A,1140,963,53,47,7.22
2025-06-27,Line 1,M101,Product C,1029,938,29,146,5.57
2025-06-27,Line 1,M102,Product C,862,884,33,137,5.72
2025-06-27,Line 2,M201,Product B,1034,1063,29,11,7.82
2025-06-27,Line 2,M202,Product C,1131,1087,70,84,6.6
2025-06-27,Line 3,M301,Product B,1089,1054,66,96,6.4
2025-06-27,Line 3,M302,Product A,1174,1049,15,45,7.25
2025-06-27,Line 4,M401,Product A,957,724,46,66,6.9
2025-06-27,Line 4,M402,Product D,982,763,10,165,5.25
2025-06-28,Line 1,M101,Product B,1098,996,44,60,7.0
2025-06-28,Line 1,M102,Product A,842,767,35,32,7.47
2025-06-28,Line 2,M201,Product D,899,806,46,164,5.27
2025-06-28,Line 2,M202,Product A,1141,979,27,119,6.02
2025-06-28,Line 3,M301,Product C,997,859,26,98,6.37
2025-06-28,Line 3,M302,Product C,957,998,20,65,6.92
2025-06-28,Line 4,M401,Product D,1179,1235,68,83,6.62
2025-06-28,Line 4,M402,Product B,1172,1220,66,116,6.07
2025-06-29,Line 1,M101,Product B,1100,1022,28,63,6.95
2025-06-29,Line 1,M102,Product C,1043,1091,77,95,6.42
2025-06-29,Line 2,M201,Product A,1102,1076,21,11,7.82
2025-06-29,Line 2,M202,Product D,1127,1154,64,54,7.1
2025-06-29,Line 3,M301,Product D,1163,1070,27,61,6.98
2025-06-29,Line 3,M302,Product B,995,832,39,20,7.67
2025-06-29,Line 4,M401,Product C,1099,924,68,67,6.88
2025-06-29,Line 4,M402,Product A,801,637,25,173,5.12
2025-06-30,Line 1,M101,Product D,863,816,65,83,6.62
2025-06-30,Line 1,M102,Product D,891,799,51,175,5.08
2025-06-30,Line 2,M201,Product B,814,639,23,136,5.73
2025-06-30,Line 2,M202,Product A,1106,1076,84,133,5.78
2025-06-30,Line 3,M301,Product D,932,874,38,40,7.33
2025-06-30,Line 3,M302,Product C,1062,1030,12,76,6.73
2025-06-30,Line 4,M401,Product B,1097,842,28,128,5.87
2025-06-30,Line 4,M402,Product B,982,784,24,102,6.3
2025-07-01,Line 1,M101,Product D,1125,1151,56,22,7.63
2025-07-01,Line 1,M102,Product C,949,862,67,29,7.52
2025-07-01,Line 2,M201,Product B,1192,1118,23,163,5.28
2025-07-01,Line 2,M202,Product B,1078,912,49,87,6.55
2025-07-01,Line 3,M301,Product C,1150,1103,57,34,7.43
2025-07-01,Line 3,M302,Product C,873,658,39,82,6.63
2025-07-01,Line 4,M401,Product C,1198,1072,53,51,7.15
2025-07-01,Line 4,M402,Product A,911,725,21,58,7.03
2025-07-02,Line 1,M101,Product A,1013,899,17,39,7.35
2025-07-02,Line 1,M102,Product B,808,722,26,102,6.3
2025-07-02,Line 2,M201,Product B,1026,1043,76,97,6.38
2025-07-02,Line 2,M202,Product B,1163,978,24,66,6.9
2025-07-02,Line 3,M301,Product B,1155,915,38,88,6.53
2025-07-02,Line 3,M302,Product B,907,715,12,118,6.03
2025-07-02,Line 4,M401,Product A,839,633,36,120,6.0
2025-07-02,Line 4,M402,Product A,900,704,49,141,5.65
2025-07-03,Line 1,M101,Product A,1040,817,24,21,7.65
2025-07-03,Line 1,M102,Product A,954,906,21,41,7.32
2025-07-03,Line 2,M201,Product B,1100,1122,34,99,6.35
2025-07-03,Line 2,M202,Product A,846,671,53,81,6.65
2025-07-03,Line 3,M301,Product C,980,782,39,166,5.23
2025-07-03,Line 3,M302,Product B,1058,974,21,158,5.37
2025-07-03,Line 4,M401,Product A,1070,872,20,82,6.63
2025-07-03,Line 4,M402,Product B,1186,1080,22,64,6.93
2025-07-04,Line 1,M101,Product D,987,946,32,122,5.97
2025-07-04,Line 1,M102,Product A,892,892,56,118,6.03
2025-07-04,Line 2,M201,Product B,1063,869,15,90,6.5
2025-07-04,Line 2,M202,Product A,1038,812,16,136,5.73
2025-07-04,Line 3,M301,Product C,1160,970,14,31,7.48
2025-07-04,Line 3,M302,Product C,1052,825,26,126,5.9
2025-07-04,Line 4,M401,Product C,1151,1200,68,67,6.88
2025-07-04,Line 4,M402,Product D,948,991,63,58,7.03
2025-07-05,Line 1,M101,Product A,1043,1076,57,55,7.08
2025-07-05,Line 1,M102,Product A,1145,1027,23,111,6.15
2025-07-05,Line 2,M201,Product D,1067,1011,20,40,7.33
2025-07-05,Line 2,M202,Product B,1002,871,45,36,7.4
2025-07-05,Line 3,M301,Product B,833,715,19,96,6.4
2025-07-05,Line 3,M302,Product B,1104,1107,62,41,7.32
2025-07-05,Line 4,M401,Product B,1017,984,44,158,5.37
2025-07-05,Line 4,M402,Product C,1187,1171,93,112,6.13
2025-07-06,Line 1,M101,Product C,1043,990,60,134,5.77
2025-07-06,Line 1,M102,Product C,875,857,14,41,7.32
2025-07-06,Line 2,M201,Product C,1050,944,26,17,7.72
2025-07-06,Line 2,M202,Product A,1177,901,17,137,5.72
2025-07-06,Line 3,M301,Product A,891,770,50,93,6.45
2025-07-06,Line 3,M302,Product B,955,894,20,29,7.52
2025-07-06,Line 4,M401,Product D,1038,841,50,137,5.72
2025-07-06,Line 4,M402,Product D,1058,876,29,148,5.53
2025-07-07,Line 1,M101,Product A,1191,904,64,40,7.33
2025-07-07,Line 1,M102,Product D,1030,869,32,123,5.95
2025-07-07,Line 2,M201,Product D,818,621,41,178,5.03
2025-07-07,Line 2,M202,Product C,1161,927,64,44,7.27
2025-07-07,Line 3,M301,Product C,1166,1010,24,155,5.42
2025-07-07,Line 3,M302,Product D,1137,1041,79,156,5.4
2025-07-07,Line 4,M401,Product D,1043,958,29,139,5.68
2025-07-07,Line 4,M402,Product A,1000,829,45,106,6.23
2025-07-08,Line 1,M101,Product C,1192,1243,53,25,7.58
2025-07-08,Line 1,M102,Product A,1102,841,61,103,6.28
2025-07-08,Line 2,M201,Product C,1179,1090,53,107,6.22
2025-07-08,Line 2,M202,Product A,1019,869,30,115,6.08
2025-07-08,Line 3,M301,Product C,828,785,22,70,6.83
2025-07-08,Line 3,M302,Product C,1103,855,52,26,7.57
2025-07-08,Line 4,M401,Product C,858,730,8,147,5.55
2025-07-08,Line 4,M402,Product C,819,727,34,155,5.42
2025-07-09,Line 1,M101,Product D,936,707,37,160,5.33
2025-07-09,Line 1,M102,Product A,962,830,32,92,6.47
2025-07-09,Line 2,M201,Product A,1050,819,51,62,6.97
2025-07-09,Line 2,M202,Product C,1054,949,52,52,7.13
2025-07-09,Line 3,M301,Product C,986,1026,35,137,5.72
2025-07-09,Line 3,M302,Product A,1074,874,24,22,7.63
2025-07-09,Line 4,M401,Product C,1093,951,37,169,5.18
2025-07-09,Line 4,M402,Product A,1167,1170,23,161,5.32
2025-07-10,Line 1,M101,Product C,939,723,40,131,5.82
2025-07-10,Line 1,M102,Product D,907,774,11,176,5.07
2025-07-10,Line 2,M201,Product C,1058,1048,65,179,5.02
2025-07-10,Line 2,M202,Product C,902,788,23,169,5.18
2025-07-10,Line 3,M301,Product D,1143,1119,34,14,7.77
2025-07-10,Line 3,M302,Product B,1095,985,68,78,6.7
2025-07-10,Line 4,M401,Product D,1089,1054,17,143,5.62
2025-07-10,Line 4,M402,Product B,986,876,23,48,7.2
2025-07-11,Line 1,M101,Product C,1022,892,16,172,5.13
2025-07-11,Line 1,M102,Product B,1011,839,26,175,5.08
2025-07-11,Line 2,M201,Product B,931,890,38,113,6.12
2025-07-11,Line 2,M202,Product B,858,682,7,72,6.8
2025-07-11,Line 3,M301,Product C,1037,928,64,118,6.03
2025-07-11,Line 3,M302,Product A,903,720,15,17,7.72
2025-07-11,Line 4,M401,Product C,942,892,30,174,5.1
2025-07-11,Line 4,M402,Product A,1169,1047,12,24,7.6
2025-07-12,Line 1,M101,Product A,960,893,16,114,6.1
2025-07-12,Line 1,M102,Product C,1143,1082,21,111,6.15
2025-07-12,Line 2,M201,Product B,920,720,54,138,5.7
2025-07-12,Line 2,M202,Product A,1067,1012,77,74,6.77
2025-07-12,Line 3,M301,Product D,846,694,13,90,6.5
2025-07-12,Line 3,M302,Product C,1099,1067,40,118,6.03
2025-07-12,Line 4,M401,Product B,873,682,19,80,6.67
2025-07-12,Line 4,M402,Product D,1009,833,45,24,7.6
2025-07-13,Line 1,M101,Product D,1073,925,23,91,6.48
2025-07-13,Line 1,M102,Product D,1043,995,44,47,7.22
2025-07-13,Line 2,M201,Product C,1043,1006,49,15,7.75
2025-07-13,Line 2,M202,Product A,1178,1117,17,71,6.82
2025-07-13,Line 3,M301,Product C,1082,936,55,41,7.32
2025-07-13,Line 3,M302,Product B,1026,889,58,75,6.75
2025-07-13,Line 4,M401,Product C,846,872,56,70,6.83
2025-07-13,Line 4,M402,Product C,907,914,29,122,5.97
2025-07-14,Line 1,M101,Product C,1192,1124,15,80,6.67
2025-07-14,Line 1,M102,Product A,1199,1237,72,115,6.08
2025-07-14,Line 2,M201,Product C,1167,1023,22,51,7.15
2025-07-14,Line 2,M202,Product C,1059,815,34,164,5.27
2025-07-14,Line 3,M301,Product C,1032,989,15,174,5.1
2025-07-14,Line 3,M302,Product B,1122,990,26,10,7.83
2025-07-14,Line 4,M401,Product D,902,846,28,157,5.38
2025-07-14,Line 4,M402,Product A,856,682,39,176,5.07
2025-07-15,Line 1,M101,Product B,1104,1055,50,125,5.92
2025-07-15,Line 1,M102,Product D,1176,929,31,161,5.32
2025-07-15,Line 2,M201,Product C,944,764,33,104,6.27
2025-07-15,Line 2,M202,Product B,1001,1013,38,15,7.75
2025-07-15,Line 3,M301,Product A,1085,1024,39,32,7.47
2025-07-15,Line 3,M302,Product D,901,746,17,22,7.63
2025-07-15,Line 4,M401,Product D,1116,980,42,48,7.2
2025-07-15,Line 4,M402,Product A,988,791,43,40,7.33
2025-07-16,Line 1,M101,Product A,1167,1059,68,136,5.73
2025-07-16,Line 1,M102,Product A,914,881,20,78,6.7
2025-07-16,Line 2,M201,Product C,1182,1061,26,120,6.0
2025-07-16,Line 2,M202,Product B,1107,901,45,58,7.03
2025-07-16,Line 3,M301,Product D,892,778,16,17,7.72
2025-07-16,Line 3,M302,Product C,934,766,35,73,6.78
2025-07-16,Line 4,M401,Product C,1098,1048,68,31,7.48
2025-07-16,Line 4,M402,Product A,1040,821,28,111,6.15
2025-07-17,Line 1,M101,Product B,1165,1007,64,162,5.3
2025-07-17,Line 1,M102,Product C,837,651,9,23,7.62
2025-07-17,Line 2,M201,Product C,920,819,30,165,5.25
2025-07-17,Line 2,M202,Product A,802,662,45,107,6.22
2025-07-17,Line 3,M301,Product C,1002,953,25,153,5.45
2025-07-17,Line 3,M302,Product A,1097,881,18,138,5.7
2025-07-17,Line 4,M401,Product D,973,986,25,32,7.47
2025-07-17,Line 4,M402,Product C,1163,1057,28,76,6.73
2025-07-18,Line 1,M101,Product A,960,732,15,137,5.72
2025-07-18,Line 1,M102,Product C,1182,1014,65,82,6.63
2025-07-18,Line 2,M201,Product C,1113,1111,44,142,5.63
2025-07-18,Line 2,M202,Product C,1023,1041,50,135,5.75
2025-07-18,Line 3,M301,Product B,1084,1090,66,23,7.62
2025-07-18,Line 3,M302,Product B,876,671,17,19,7.68
2025-07-18,Line 4,M401,Product D,933,745,36,121,5.98
2025-07-18,Line 4,M402,Product A,1053,802,30,153,5.45
2025-07-19,Line 1,M101,Product D,1034,928,27,41,7.32
2025-07-19,Line 1,M102,Product C,847,687,24,56,7.07
2025-07-19,Line 2,M201,Product B,1183,1067,44,154,5.43
2025-07-19,Line 2,M202,Product B,1098,1152,11,144,5.6
2025-07-19,Line 3,M301,Product B,1013,1039,41,137,5.72
2025-07-19,Line 3,M302,Product A,968,733,50,41,7.32
2025-07-19,Line 4,M401,Product D,991,918,22,92,6.47
2025-07-19,Line 4,M402,Product B,814,630,48,132,5.8
2025-07-20,Line 1,M101,Product D,1121,1161,87,178,5.03
2025-07-20,Line 1,M102,Product A,968,1007,67,93,6.45
2025-07-20,Line 2,M201,Product B,908,916,45,92,6.47
2025-07-20,Line 2,M202,Product A,1180,910,57,33,7.45
2025-07-20,Line 3,M301,Product D,930,747,56,112,6.13
2025-07-20,Line 3,M302,Product A,810,814,18,109,6.18
2025-07-20,Line 4,M401,Product D,945,892,27,40,7.33
2025-07-20,Line 4,M402,Product C,1051,1040,49,164,5.27
2025-07-21,Line 1,M101,Product B,983,933,56,141,5.65
2025-07-21,Line 1,M102,Product B,1050,927,58,131,5.82
2025-07-21,Line 2,M201,Product C,1088,1011,21,118,6.03
2025-07-21,Line 2,M202,Product C,1114,897,62,33,7.45
2025-07-21,Line 3,M301,Product A,1062,905,68,67,6.88
2025-07-21,Line 3,M302,Product B,1053,956,76,31,7.48
2025-07-21,Line 4,M401,Product C,1039,915,70,86,6.57
2025-07-21,Line 4,M402,Product B,865,826,27,73,6.78
2025-07-22,Line 1,M101,Product D,951,875,43,29,7.52
2025-07-22,Line 1,M102,Product A,1062,830,35,115,6.08
2025-07-22,Line 2,M201,Product A,1037,983,41,100,6.33
2025-07-22,Line 2,M202,Product C,1099,851,40,14,7.77
2025-07-22,Line 3,M301,Product A,1179,1118,33,56,7.07
2025-07-22,Line 3,M302,Product D,823,637,25,90,6.5
2025-07-22,Line 4,M401,Product D,1187,1128,90,77,6.72
2025-07-22,Line 4,M402,Product C,895,727,12,164,5.27
2025-07-23,Line 1,M101,Product C,1144,894,10,11,7.82
2025-07-23,Line 1,M102,Product D,859,647,47,132,5.8
2025-07-23,Line 2,M201,Product D,1154,1005,72,87,6.55
2025-07-23,Line 2,M202,Product C,1153,1097,60,87,6.55
2025-07-23,Line 3,M301,Product A,864,683,18,38,7.37
2025-07-23,Line 3,M302,Product A,1156,1203,15,63,6.95
2025-07-23,Line 4,M401,Product D,1132,898,38,121,5.98
2025-07-23,Line 4,M402,Product B,844,709,36,47,7.22
2025-07-24,Line 1,M101,Product D,1016,768,17,49,7.18
2025-07-24,Line 1,M102,Product D,1048,934,66,159,5.35
2025-07-24,Line 2,M201,Product B,903,757,60,110,6.17
2025-07-24,Line 2,M202,Product A,970,729,47,120,6.0
2025-07-24,Line 3,M301,Product D,1053,1022,80,84,6.6
2025-07-24,Line 3,M302,Product A,1049,912,71,69,6.85
2025-07-24,Line 4,M401,Product A,1070,808,44,90,6.5
2025-07-24,Line 4,M402,Product A,937,953,62,131,5.82
2025-07-25,Line 1,M101,Product A,1053,986,53,124,5.93
2025-07-25,Line 1,M102,Product D,810,646,18,130,5.83
2025-07-25,Line 2,M201,Product C,1024,839,22,160,5.33
2025-07-25,Line 2,M202,Product C,1108,1114,70,43,7.28
2025-07-25,Line 3,M301,Product C,1170,1127,64,177,5.05
2025-07-25,Line 3,M302,Product C,1041,1030,30,169,5.18
2025-07-25,Line 4,M401,Product B,944,903,20,180,5.0
2025-07-25,Line 4,M402,Product D,866,694,16,165,5.25
2025-07-26,Line 1,M101,Product D,851,840,39,87,6.55
2025-07-26,Line 1,M102,Product B,907,831,9,101,6.32
2025-07-26,Line 2,M201,Product C,982,935,31,138,5.7
2025-07-26,Line 2,M202,Product A,832,708,14,168,5.2
2025-07-26,Line 3,M301,Product B,861,790,38,76,6.73
2025-07-26,Line 3,M302,Product C,981,962,43,48,7.2
2025-07-26,Line 4,M401,Product A,1161,888,64,127,5.88
2025-07-26,Line 4,M402,Product A,854,840,47,36,7.4
2025-07-27,Line 1,M101,Product A,1059,827,48,40,7.33
2025-07-27,Line 1,M102,Product B,985,785,25,123,5.95
2025-07-27,Line 2,M201,Product D,1175,1188,30,175,5.08
2025-07-27,Line 2,M202,Product C,971,966,24,61,6.98
2025-07-27,Line 3,M301,Product D,1012,992,9,72,6.8
2025-07-27,Line 3,M302,Product D,974,814,18,31,7.48
2025-07-27,Line 4,M401,Product C,990,954,62,102,6.3
2025-07-27,Line 4,M402,Product B,877,855,41,117,6.05
2025-07-28,Line 1,M101,Product B,870,861,34,114,6.1
2025-07-28,Line 1,M102,Product D,1064,1051,56,17,7.72
2025-07-28,Line 2,M201,Product D,874,857,53,142,5.63
2025-07-28,Line 2,M202,Product A,843,717,32,52,7.13
2025-07-28,Line 3,M301,Product D,831,721,9,179,5.02
2025-07-28,Line 3,M302,Product B,1094,839,48,179,5.02
2025-07-28,Line 4,M401,Product C,1014,882,51,151,5.48
2025-07-28,Line 4,M402,Product C,1169,1137,55,12,7.8
2025-07-29,Line 1,M101,Product C,1070,998,27,113,6.12
2025-07-29,Line 1,M102,Product D,1129,916,65,98,6.37
2025-07-29,Line 2,M201,Product D,1197,968,47,31,7.48
2025-07-29,Line 2,M202,Product A,1075,914,25,143,5.62
2025-07-29,Line 3,M301,Product C,909,707,42,89,6.52
2025-07-29,Line 3,M302,Product C,1187,1116,13,17,7.72
2025-07-29,Line 4,M401,Product C,923,922,47,118,6.03
2025-07-29,Line 4,M402,Product A,1174,901,56,76,6.73
2025-07-30,Line 1,M101,Product C,863,659,47,41,7.32
2025-07-30,Line 1,M102,Product D,952,877,8,126,5.9
2025-07-30,Line 2,M201,Product C,920,912,38,99,6.35
2025-07-30,Line 2,M202,Product C,945,897,25,106,6.23
2025-07-30,Line 3,M301,Product B,853,723,44,59,7.02
2025-07-30,Line 3,M302,Product C,1032,804,53,118,6.03
2025-07-30,Line 4,M401,Product D,841,654,33,43,7.28
2025-07-30,Line 4,M402,Product D,909,803,31,144,5.6
2025-07-31,Line 1,M101,Product D,1101,1010,60,77,6.72
2025-07-31,Line 1,M102,Product D,1125,986,65,135,5.75
2025-07-31,Line 2,M201,Product D,883,700,15,134,5.77
2025-07-31,Line 2,M202,Product D,866,900,24,64,6.93
2025-07-31,Line 3,M301,Product D,1042,791,17,153,5.45
2025-07-31,Line 3,M302,Product C,860,800,34,38,7.37
2025-07-31,Line 4,M401,Product A,989,911,14,143,5.62
2025-07-31,Line 4,M402,Product B,860,740,30,87,6.55
2025-08-01,Line 1,M101,Product C,1048,794,16,46,7.23
2025-08-01,Line 1,M102,Product D,824,849,27,82,6.63
2025-08-01,Line 2,M201,Product B,893,889,70,10,7.83
2025-08-01,Line 2,M202,Product A,1080,922,14,116,6.07
2025-08-01,Line 3,M301,Product D,1093,921,66,96,6.4
2025-08-01,Line 3,M302,Product D,1043,1043,26,45,7.25
2025-08-01,Line 4,M401,Product D,1189,1052,67,48,7.2
2025-08-01,Line 4,M402,Product C,845,836,50,169,5.18
2025-08-02,Line 1,M101,Product D,998,818,33,96,6.4
2025-08-02,Line 1,M102,Product A,1143,1162,46,175,5.08
2025-08-02,Line 2,M201,Product A,884,850,44,171,5.15
2025-08-02,Line 2,M202,Product C,1087,1025,81,31,7.48
2025-08-02,Line 3,M301,Product B,1116,1018,16,155,5.42
2025-08-02,Line 3,M302,Product B,1184,1057,12,40,7.33
2025-08-02,Line 4,M401,Product B,809,673,19,72,6.8
2025-08-02,Line 4,M402,Product D,843,836,46,92,6.47
2025-08-03,Line 1,M101,Product D,1101,840,63,15,7.75
2025-08-03,Line 1,M102,Product C,1023,822,9,145,5.58
2025-08-03,Line 2,M201,Product C,995,823,15,35,7.42
2025-08-03,Line 2,M202,Product B,946,750,23,32,7.47
2025-08-03,Line 3,M301,Product B,957,991,30,25,7.58
2025-08-03,Line 3,M302,Product C,892,676,9,86,6.57
2025-08-03,Line 4,M401,Product D,850,719,33,92,6.47
2025-08-03,Line 4,M402,Product C,992,1024,25,23,7.62
2025-08-04,Line 1,M101,Product B,922,899,38,136,5.73
2025-08-04,Line 1,M102,Product D,858,712,27,128,5.87
2025-08-04,Line 2,M201,Product D,833,745,33,172,5.13
2025-08-04,Line 2,M202,Product B,809,672,43,35,7.42
2025-08-04,Line 3,M301,Product B,1190,1090,26,87,6.55
2025-08-04,Line 3,M302,Product D,1028,796,47,138,5.7
2025-08-04,Line 4,M401,Product B,1200,1248,59,148,5.53
2025-08-04,Line 4,M402,Product B,1200,988,63,152,5.47
2025-08-05,Line 1,M101,Product D,821,615,35,168,5.2
2025-08-05,Line 1,M102,Product C,1134,1181,11,25,7.58
2025-08-05,Line 2,M201,Product D,939,872,61,107,6.22
2025-08-05,Line 2,M202,Product C,1123,913,45,21,7.65
2025-08-05,Line 3,M301,Product B,1178,1072,18,86,6.57
2025-08-05,Line 3,M302,Product A,1002,961,26,152,5.47
2025-08-05,Line 4,M401,Product C,1021,830,40,91,6.48
2025-08-05,Line 4,M402,Product C,1125,931,66,79,6.68
2025-08-06,Line 1,M101,Product B,1139,1190,54,63,6.95
2025-08-06,Line 1,M102,Product D,1106,938,26,175,5.08
2025-08-06,Line 2,M201,Product A,1111,992,10,54,7.1
2025-08-06,Line 2,M202,Product D,1084,1104,73,110,6.17
2025-08-06,Line 3,M301,Product A,1132,1070,78,17,7.72
2025-08-06,Line 3,M302,Product D,1144,900,57,163,5.28
2025-08-06,Line 4,M401,Product C,998,801,57,12,7.8
2025-08-06,Line 4,M402,Product A,1036,892,32,123,5.95
2025-08-07,Line 1,M101,Product A,913,888,43,101,6.32
2025-08-07,Line 1,M102,Product B,846,841,48,87,6.55
2025-08-07,Line 2,M201,Product B,919,959,55,19,7.68
2025-08-07,Line 2,M202,Product C,1052,1074,36,11,7.82
2025-08-07,Line 3,M301,Product B,1126,978,44,155,5.42
2025-08-07,Line 3,M302,Product D,887,812,50,154,5.43
2025-08-07,Line 4,M401,Product B,833,771,54,26,7.57
2025-08-07,Line 4,M402,Product B,932,960,38,143,5.62
2025-08-08,Line 1,M101,Product C,898,901,11,146,5.57
